GrLivArea,MSSubClass,LotFrontage,LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,LowQualFinSF,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageYrBlt,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,MSZoning,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,Heating,HeatingQC,CentralAir,Electrical,KitchenQual,Functional,FireplaceQu,GarageType,GarageFinish,GarageQual,GarageCond,PavedDrive,PoolQC,Fence,MiscFeature,SaleType,SaleCondition,GarageSize,Remodel_binary,TotalIndoorSF,LotPercent,LivArea_sq,Log_LivArea,Remodel_Neighborhood,Remodel_Year,Remodel_Qual,Remodel_GrLiv,Remodel_TotSF,Remodel_Bath,Neighborhood_Num,SalePrice,Log_SalePrice
1440,duplex,73.0,9069,6,8,1993,1993,0.0,261.0,1083.0,0.0,1344.0,1440,0,0,2.0,0.0,2,0,2,2,8,0,1993.0,4.0,920.0,288,0,0,0,0,0,0,4,2006,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,Duplex,SFoyer,Gable,CompShg,HdBoard,HdBoard,None,Gd,Gd,PConc,Gd,TA,Av,LwQ,GLQ,GasA,Gd,Y,SBrkr,Gd,Typ,None,Attchd,Unf,TA,TA,Y,None,None,None,WD ,Normal,large,0,2784.0,0.1587826662256037,2073600,7.272398392570047,,0,0,0,0.0,0,20,224500,12.321630986164449
990,1S_1946newer,65.0,9750,5,7,1994,1994,0.0,722.0,0.0,268.0,990.0,990,0,0,1.0,0.0,1,0,3,1,5,0,1997.0,2.0,528.0,168,0,0,0,0,0,0,8,2008,RL,Pave,None,Reg,Low,AllPub,Inside,Mod,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,TA,Typ,None,Detchd,Unf,TA,TA,Y,None,None,None,WD ,Normal,large,0,1980.0,0.10153846153846154,980100,6.897704943128636,,0,0,0,0.0,0,16,155000,11.951180395901384
1271,1_2S_finished,115.0,21286,5,5,1948,1950,0.0,0.0,0.0,720.0,720.0,720,551,0,0.0,0.0,2,0,4,1,7,1,1948.0,1.0,312.0,0,0,108,0,0,0,0,8,2008,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,CBlock,TA,TA,No,Unf,Unf,GasA,TA,Y,SBrkr,TA,Typ,Gd,Attchd,Unf,TA,TA,Y,None,None,None,WD ,Normal,small,1,1991.0,0.03382504932819694,1615441,7.147559271189454,Sawyer,1948,5,1271,1991.0,2,1,135000,11.813030057420567
1646,2halfS,53.0,7128,7,5,1941,1950,0.0,364.0,0.0,554.0,918.0,918,728,0,0.0,0.0,2,0,4,1,7,2,1941.0,1.0,240.0,0,0,0,0,126,0,0,8,2007,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2.5Unf,Gable,CompShg,MetalSd,MetalSd,None,TA,Gd,CBlock,TA,TA,No,Rec,Unf,GasA,Gd,Y,SBrkr,TA,Typ,Gd,Detchd,Unf,TA,TA,Y,None,MnPrv,None,WD ,Normal,small,1,2564.0,0.12878787878787878,2709316,7.406103381237015,Crawfor,1941,7,1646,2564.0,2,22,164000,12.007621706806336
952,1S_1946newer,66.0,8300,6,6,1968,1968,86.0,952.0,0.0,0.0,952.0,952,0,0,1.0,0.0,1,0,3,1,5,0,1968.0,1.0,288.0,0,0,0,0,0,0,0,8,2007,RL,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,TA,TA,CBlock,TA,TA,Mn,Rec,Unf,GasA,Gd,Y,SBrkr,TA,Typ,None,Attchd,Unf,TA,TA,Y,None,None,None,WD ,Normal,small,0,1904.0,0.11469879518072289,906304,6.858565034791365,,0,0,0,0.0,0,6,128500,11.763684183317412
1720,2S_1946newer,89.0,11645,7,5,2004,2004,0.0,0.0,0.0,860.0,860.0,860,860,0,0.0,0.0,2,1,3,1,7,0,2004.0,2.0,565.0,0,70,0,0,0,0,0,8,2006,RL,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,None,Attchd,RFn,TA,TA,Y,None,None,None,WD ,Normal,large,0,2580.0,0.0738514383855732,2958400,7.450079569807499,,0,0,0,0.0,0,16,196500,12.188417710291452
1218,1_2S_finished,60.0,6000,6,6,1941,1950,0.0,375.0,0.0,360.0,735.0,869,349,0,0.0,1.0,1,0,3,1,6,1,2003.0,2.0,440.0,0,0,0,0,0,0,0,3,2007,RM,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,Gd,BrkTil,TA,Gd,No,ALQ,Unf,GasA,Ex,Y,SBrkr,TA,Typ,Gd,Detchd,Unf,TA,TA,Y,None,None,None,WD ,Normal,large,1,1953.0,0.14483333333333334,1483524,7.1049654482698426,BrkSide,1941,6,1218,1953.0,1,10,131000,11.782952602183288
1217,1S_PUD,50.0,7175,6,5,1991,1991,0.0,278.0,0.0,939.0,1217.0,1217,0,0,0.0,0.0,2,0,2,1,5,0,1991.0,2.0,484.0,0,64,0,0,0,0,0,6,2006,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,TwnhsE,1Story,Gable,CompShg,Plywood,Plywood,None,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Gd,Y,SBrkr,Gd,Typ,None,Attchd,RFn,TA,TA,Y,None,None,None,WD ,Normal,large,0,2434.0,0.16961672473867595,1481089,7.104144092987527,,0,0,0,0.0,0,20,151000,11.925035115797062
1293,1S_1946newer,82.17923181506426,11027,6,5,1954,1954,28.0,468.0,539.0,171.0,1178.0,1293,0,0,1.0,0.0,2,0,2,1,5,0,1954.0,2.0,452.0,280,0,0,0,0,0,0,5,2006,RL,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,Wd Sdng,Wd Sdng,Stone,TA,TA,CBlock,TA,TA,No,BLQ,Rec,GasA,Gd,Y,SBrkr,TA,Typ,None,Attchd,RFn,TA,TA,Y,None,None,None,WD ,Normal,large,0,2471.0,0.11725764033735377,1671849,7.164720378771857,,0,0,0,0.0,0,6,149900,11.917723684090689
1428,2S_1945older,58.0,6451,7,7,1900,1970,0.0,208.0,0.0,504.0,712.0,848,580,0,1.0,0.0,1,0,4,1,7,0,1985.0,2.0,576.0,264,0,84,0,0,0,0,5,2006,RM,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,Gable,CompShg,AsbShng,Wd Sdng,None,TA,TA,Stone,TA,TA,No,Rec,Unf,GasA,Gd,Y,SBrkr,TA,Typ,None,Detchd,Fin,TA,TA,Y,None,None,None,WD ,Normal,large,1,2140.0,0.1314524879863587,2039184,7.2640301428995295,OldTown,1900,7,1428,2140.0,1,12,139900,11.848683160653572
1714,2S_1946newer,64.36764534204316,8637,6,5,1999,2000,0.0,871.0,0.0,52.0,923.0,947,767,0,1.0,0.0,2,1,3,1,7,1,2000.0,2.0,451.0,256,48,0,0,0,0,0,4,2007,RL,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,PConc,Gd,TA,No,ALQ,Unf,GasA,Gd,Y,SBrkr,TA,Typ,TA,Attchd,Fin,TA,TA,Y,None,None,None,WD ,Abnorml,large,1,2637.0,0.1096445525066574,2937796,7.446585099157725,Gilbert,1999,6,1714,2637.0,2,19,180000,12.100712129872347
894,1S_1946newer,64.0,6285,5,5,1977,1977,0.0,138.0,351.0,405.0,894.0,894,0,0,1.0,0.0,1,0,2,1,5,0,1979.0,1.0,308.0,192,0,0,0,0,0,0,3,2007,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,Gable,CompShg,Plywood,Plywood,None,TA,TA,CBlock,Gd,TA,No,LwQ,Rec,GasA,TA,Y,SBrkr,TA,Typ,None,Detchd,Unf,TA,TA,Y,None,None,None,WD ,Normal,small,0,1788.0,0.1422434367541766,799236,6.795705775173514,,0,0,0,0.0,0,1,120750,11.701477571514818
1246,1S_1946newer,75.0,7500,5,7,1959,1994,0.0,340.0,906.0,0.0,1246.0,1246,0,0,1.0,0.0,1,1,3,1,6,0,1959.0,1.0,305.0,218,0,0,0,0,0,0,5,2010,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,BrkFace,BrkFace,None,TA,TA,CBlock,TA,TA,No,LwQ,Rec,GasA,Ex,Y,SBrkr,Gd,Typ,None,Attchd,RFn,TA,TA,Y,None,GdPrv,None,WD ,Normal,small,1,2492.0,0.16613333333333333,1552516,7.1276936993473985,NAmes,1959,5,1246,2492.0,1,6,154000,11.944707881395766
1422,1S_1946newer,91.97933064854656,12342,5,5,1960,1978,0.0,0.0,0.0,978.0,978.0,1422,0,0,0.0,0.0,1,0,3,1,6,1,1960.0,1.0,286.0,0,0,36,0,0,0,600,8,2007,RL,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,CBlock,TA,TA,No,Unf,Unf,GasA,TA,Y,SBrkr,TA,Min1,TA,Attchd,RFn,TA,TA,Y,None,GdWo,Shed,WD ,Normal,small,1,2400.0,0.11521633446767136,2022084,7.259819610363186,NAmes,1960,5,1422,2400.0,1,6,139900,11.848683160653572
1764,1S_1946newer,71.0,8838,5,3,1957,1982,0.0,0.0,0.0,0.0,0.0,1764,0,0,0.0,0.0,2,1,4,1,7,1,1957.0,1.0,301.0,0,72,0,0,0,0,0,10,2008,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,BrkTil,None,None,None,None,None,GasA,Gd,Y,SBrkr,TA,Maj2,TA,Attchd,Fin,TA,TA,Y,None,None,None,WD ,Normal,small,1,1764.0,0.19959266802443992,3111696,7.475339236566737,NAmes,1957,5,1764,1764.0,2,6,100000,11.512925464970229
2358,1_2S_finished,75.0,45600,6,8,1908,1997,0.0,0.0,0.0,907.0,907.0,1307,1051,0,0.0,0.0,3,0,5,1,10,1,1908.0,2.0,360.0,486,40,0,0,175,0,0,9,2008,RL,Pave,None,IR2,Bnk,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,BrkTil,TA,TA,No,Unf,Unf,GasA,TA,Y,SBrkr,TA,Typ,Gd,Detchd,Unf,Fa,TA,Y,None,None,None,WD ,Normal,large,1,3265.0,0.028662280701754386,5560164,7.765569081097317,ClearCr,1908,6,2358,3265.0,3,26,240000,12.388394202324127
1127,1S_1946newer,65.0,6500,6,6,1976,1976,84.0,1033.0,0.0,94.0,1127.0,1127,0,0,0.0,1.0,1,1,3,1,6,1,1991.0,2.0,480.0,0,0,138,0,0,0,0,5,2008,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,Hip,CompShg,HdBoard,Plywood,BrkFace,TA,TA,CBlock,TA,Ex,No,BLQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,Po,Detchd,Unf,TA,TA,Y,None,None,None,WD ,Normal,large,0,2254.0,0.1733846153846154,1270129,7.027314514039777,,0,0,0,0.0,0,7,135000,11.813030057420567
1484,2S_1946newer,149.0,12589,6,5,2005,2005,0.0,0.0,0.0,742.0,742.0,742,742,0,0.0,0.0,2,1,3,1,8,1,2005.0,2.0,390.0,36,24,0,0,0,0,0,6,2009,RL,Pave,None,IR2,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,Fin,TA,TA,Y,None,None,None,WD ,Normal,large,0,2226.0,0.05894034474541266,2202256,7.302496423727326,,0,0,0,0.0,0,19,174000,12.066810578196666
1362,1S_PUD,41.0,6289,6,5,2005,2006,256.0,762.0,0.0,600.0,1362.0,1362,0,0,1.0,0.0,2,0,2,1,6,1,2005.0,2.0,460.0,192,28,0,0,0,0,0,6,2007,RL,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,Gable,CompShg,VinylSd,VinylSd,Stone,Gd,TA,PConc,Gd,TA,Av,ALQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,RFn,TA,TA,Y,None,None,None,WD ,Normal,large,1,2724.0,0.21656861186198123,1855044,7.216709486709457,NridgHt,2005,6,1362,2724.0,2,27,207000,12.240474072247506
1465,1_2S_finished,84.0,10164,5,5,1939,1950,0.0,646.0,0.0,346.0,992.0,992,473,0,0.0,0.0,2,0,3,1,6,2,1939.0,1.0,240.0,0,126,0,0,0,0,0,7,2006,RL,Pave,None,Reg,Bnk,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,CBlock,TA,Fa,Av,LwQ,Unf,GasA,Fa,Y,SBrkr,TA,Typ,TA,Detchd,Unf,TA,TA,Y,None,None,None,WD ,Normal,small,1,2457.0,0.09759937032664305,2146225,7.289610521451167,SWISU,1939,5,1465,2457.0,2,17,131000,11.782952602183288
1236,2S_PUD,24.0,2544,6,5,2005,2005,216.0,376.0,0.0,224.0,600.0,600,636,0,1.0,0.0,2,1,2,1,4,0,2005.0,2.0,480.0,0,166,0,0,0,0,0,5,2010,FV,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,None,Detchd,RFn,TA,TA,Y,None,None,None,WD ,Normal,large,0,1836.0,0.2358490566037736,1527696,7.119635638017636,,0,0,0,0.0,0,18,152000,11.931635799828411
1152,duplex,74.0,6882,4,3,1955,1955,128.0,0.0,0.0,0.0,0.0,1152,0,0,0.0,0.0,2,0,2,2,6,0,1955.0,0.0,0.0,0,0,0,0,0,0,0,9,2007,RL,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,Duplex,1Story,Gable,CompShg,AsbShng,Plywood,BrkCmn,TA,TA,PConc,None,None,None,None,None,GasA,TA,N,SBrkr,Fa,Typ,None,None,None,None,None,N,None,None,None,WD ,Normal,small,0,1152.0,0.16739319965126417,1327104,7.049254841255837,,0,0,0,0.0,0,7,61500,11.02679245379461
1080,2S_PUD,17.908469579359696,2403,7,5,2003,2003,0.0,244.0,0.0,286.0,530.0,530,550,0,0.0,0.0,2,1,2,1,4,0,2003.0,2.0,496.0,0,50,0,0,0,0,0,6,2010,FV,Pave,None,IR1,Lvl,AllPub,FR2,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,None,Attchd,RFn,TA,TA,Y,None,None,None,WD ,Normal,large,0,1610.0,0.22055763628797337,1166400,6.984716320118266,,0,0,0,0.0,0,18,147110,11.898935885244258
1551,1_2S_finished,60.0,10890,5,5,1938,1950,0.0,930.0,0.0,128.0,1058.0,1058,493,0,1.0,0.0,2,0,3,1,6,0,1938.0,1.0,240.0,0,0,0,0,0,0,0,7,2006,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,BrkTil,Fa,TA,No,LwQ,Unf,GasA,TA,Y,SBrkr,Fa,Typ,None,Detchd,Unf,Fa,TA,Y,None,MnPrv,None,WD ,Normal,small,1,2609.0,0.09715335169880625,2405601,7.346655163176539,SWISU,1938,5,1551,2609.0,2,17,137000,11.827736204810265
1382,1_2S_finished,92.09857139480948,12358,5,6,1941,1950,0.0,360.0,0.0,360.0,720.0,854,0,528,0.0,0.0,1,1,2,1,7,0,1991.0,2.0,660.0,237,0,0,0,0,0,0,5,2007,RM,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,OldTown,Feedr,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,CBlock,TA,TA,No,Rec,Unf,GasA,TA,Y,SBrkr,TA,Typ,None,Detchd,Unf,TA,TA,Y,None,None,None,WD ,Normal,large,1,2102.0,0.06910503317688946,1909924,7.231287004327616,OldTown,1941,5,1382,2102.0,1,12,128500,11.763684183317412
1600,1S_1946newer,47.0,16321,5,6,1957,1997,0.0,1277.0,0.0,207.0,1484.0,1600,0,0,1.0,0.0,1,0,2,1,6,2,1957.0,1.0,319.0,288,258,0,0,0,0,0,12,2006,RL,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,CBlock,TA,TA,Gd,BLQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,Gd,Attchd,RFn,TA,TA,Y,None,None,None,WD ,Normal,small,1,3084.0,0.09803320874946388,2560000,7.3777589082278725,NAmes,1957,5,1600,3084.0,1,6,207500,12.24288661865289
1683,2S_1946newer,70.0,11184,6,5,1978,1978,92.0,226.0,500.0,192.0,918.0,918,765,0,0.0,0.0,2,1,3,1,7,1,1978.0,2.0,440.0,243,0,0,0,0,0,0,7,2009,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,2Story,Hip,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,No,LwQ,Rec,GasA,Gd,Y,SBrkr,TA,Typ,TA,Attchd,RFn,TA,TA,Y,None,None,None,WD ,Normal,large,0,2601.0,0.08208154506437768,2832489,7.428333194190806,,0,0,0,0.0,0,1,172500,12.058152515453552
1043,1S_1946newer,68.0,9724,5,7,1947,1950,0.0,0.0,0.0,938.0,938.0,1043,0,0,0.0,0.0,1,0,2,1,5,1,1947.0,1.0,273.0,125,48,0,0,0,0,0,5,2006,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,BrkFace,BrkFace,None,TA,TA,CBlock,TA,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,TA,Typ,Gd,Detchd,Unf,TA,TA,Y,None,GdWo,None,WD ,Normal,small,1,1981.0,0.10726038667215138,1087849,6.949856455000773,NAmes,1947,5,1043,1981.0,1,6,137000,11.827736204810265
810,splitfoyer,72.0,10820,5,7,1971,1972,153.0,535.0,159.0,88.0,782.0,810,0,0,1.0,0.0,1,0,2,1,4,0,1973.0,2.0,576.0,0,0,0,0,0,0,0,6,2006,RL,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Feedr,Norm,1Fam,SFoyer,Gable,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,PConc,Gd,TA,Av,GLQ,Rec,GasA,Ex,Y,SBrkr,TA,Typ,None,Detchd,Unf,TA,TA,Y,None,MnPrv,None,WD ,Normal,large,1,1592.0,0.07486136783733827,656100,6.697034247666484,Sawyer,1971,5,810,1592.0,1,1,130000,11.77528972943772
1961,2S_1946newer,71.0,12209,6,5,2001,2002,0.0,690.0,0.0,114.0,804.0,804,1157,0,1.0,0.0,2,1,3,1,7,1,2001.0,2.0,560.0,125,192,0,0,0,0,0,6,2009,RL,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,PConc,Ex,TA,No,ALQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,TA,BuiltIn,Fin,TA,TA,Y,None,None,None,WD ,Normal,large,1,2765.0,0.06585305921860922,3845521,7.581209826196346,Mitchel,2001,6,1961,2765.0,2,9,215000,12.2783933071098
1118,1S_1946newer,84.45225854070083,11332,5,7,1960,2000,0.0,528.0,0.0,590.0,1118.0,1118,0,0,1.0,0.0,1,0,3,1,6,0,1960.0,1.0,264.0,290,0,0,0,0,0,0,8,2008,RL,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,CBlock,TA,TA,No,BLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,None,Attchd,RFn,TA,TA,Y,None,MnPrv,None,WD ,Normal,small,1,2236.0,0.09865866572537946,1249924,7.0192966537150445,NAmes,1960,5,1118,2236.0,1,6,153000,11.938193200374572
1709,2S_PUD,24.0,2522,6,5,2004,2006,50.0,0.0,0.0,970.0,970.0,970,739,0,0.0,0.0,2,0,3,1,7,0,2004.0,2.0,380.0,0,40,0,0,0,0,0,4,2006,RM,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,Twnhs,2Story,Gable,CompShg,VinylSd,VinylSd,Stone,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Maj1,None,Detchd,Unf,TA,TA,Y,None,None,None,WD ,Normal,large,1,2679.0,0.38461538461538464,2920681,7.443663683115591,Edwards,2004,6,1709,2679.0,2,7,130000,11.77528972943772
1252,1_2S_finished,92.0,7438,5,8,1908,1991,0.0,0.0,0.0,504.0,504.0,936,316,0,0.0,0.0,1,0,3,1,5,0,1986.0,2.0,576.0,104,0,0,0,0,0,0,6,2006,RL,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,BrkSide,RRAn,Feedr,1Fam,1.5Fin,Gable,CompShg,AsbShng,Plywood,None,TA,TA,PConc,Fa,TA,No,Unf,Unf,GasA,Gd,Y,SBrkr,TA,Typ,None,Attchd,Unf,TA,TA,Y,None,MnPrv,None,WD ,Normal,large,1,1756.0,0.1258402796450659,1567504,7.132497551660044,BrkSide,1908,5,1252,1756.0,1,10,127000,11.751942365440728
1959,2S_1946newer,75.0,9000,8,5,2006,2006,0.0,0.0,0.0,1088.0,1088.0,1088,871,0,0.0,0.0,2,1,3,1,8,1,2006.0,3.0,1025.0,208,46,0,0,0,0,0,12,2007,FV,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,Av,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,RFn,TA,TA,Y,None,None,None,WD ,Normal,large,0,3047.0,0.12088888888888889,3837681,7.580189417944541,,0,0,0,0.0,0,18,270000,12.506177237980513
1092,1S_1946newer,69.0,14850,5,5,1957,1957,0.0,895.0,0.0,197.0,1092.0,1092,0,0,1.0,0.0,1,0,2,1,6,1,1957.0,1.0,299.0,268,0,0,0,122,0,0,5,2006,RL,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,CBlock,TA,TA,No,Rec,Unf,GasA,TA,Y,FuseA,TA,Typ,TA,Attchd,Fin,TA,TA,Y,None,MnWw,None,WD ,Normal,small,0,2184.0,0.07353535353535354,1192464,6.9957661563048505,,0,0,0,0.0,0,6,141000,11.856515169360303
2064,1S_1946newer,56.0,18559,7,5,1978,1978,383.0,1206.0,186.0,656.0,2048.0,2064,0,0,1.0,0.0,2,0,3,1,7,2,1978.0,2.0,550.0,200,0,0,0,0,0,0,8,2008,RL,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,NWAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,Plywood,Plywood,BrkFace,Gd,Gd,CBlock,Gd,TA,No,GLQ,Rec,GasA,TA,Y,SBrkr,Gd,Typ,Fa,Attchd,Fin,TA,TA,Y,None,None,None,WD ,Normal,large,0,4112.0,0.11121288862546473,4260096,7.6324011266014535,,0,0,0,0.0,0,23,235000,12.367340793126296
2640,2S_1946newer,80.0,10400,6,7,1967,1997,256.0,0.0,0.0,932.0,932.0,1271,1369,0,0.0,0.0,2,1,5,1,8,1,1967.0,2.0,515.0,0,120,0,0,168,0,0,5,2009,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,PosA,Norm,1Fam,2Story,Gable,CompShg,MetalSd,MetalSd,BrkFace,TA,TA,PConc,TA,TA,No,Unf,Unf,GasA,Gd,Y,SBrkr,Gd,Typ,TA,Attchd,RFn,TA,TA,Y,None,None,None,WD ,Normal,large,1,3572.0,0.12221153846153845,6969600,7.878534196140362,NWAmes,1967,6,2640,3572.0,2,23,256900,12.456442183097977
1375,1_2S_finished,50.0,9000,6,6,1937,1950,0.0,0.0,0.0,780.0,780.0,780,595,0,0.0,0.0,1,1,3,1,6,1,1979.0,1.0,544.0,0,162,0,0,126,0,0,12,2007,RM,Pave,None,Reg,Bnk,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,Gd,PConc,TA,TA,No,Unf,Unf,GasA,TA,Y,SBrkr,Gd,Typ,Gd,Detchd,Unf,TA,TA,P,None,None,None,WD ,Normal,small,1,2155.0,0.08666666666666667,1890625,7.226209010100671,IDOTRR,1937,6,1375,2155.0,1,5,141000,11.856515169360303
1116,1S_1946newer,87.0,10000,6,6,1962,1962,261.0,0.0,0.0,1116.0,1116.0,1116,0,0,0.0,0.0,1,1,3,1,5,0,1962.0,2.0,440.0,0,0,0,0,385,0,0,2,2010,RL,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,TA,TA,CBlock,TA,TA,No,Unf,Unf,GasA,TA,Y,SBrkr,TA,Typ,None,Attchd,Unf,TA,TA,Y,None,None,None,WD ,Normal,large,0,2232.0,0.1116,1245456,7.017506142941256,,0,0,0,0.0,0,6,160000,11.982929094215963
