GrLivArea,MSSubClass,LotFrontage,OverallQual,OverallCond,YearBuilt,MasVnrArea,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,LowQualFinSF,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageYrBlt,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,MSZoning,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,Heating,HeatingQC,CentralAir,Electrical,KitchenQual,Functional,FireplaceQu,GarageType,GarageFinish,GarageQual,GarageCond,PavedDrive,PoolQC,Fence,MiscFeature,SaleType,SaleCondition,GarageSize,Remodel_binary,LotPercent,Neighborhood_Num,Remodel_Qual,Remodel_GrLiv,Remodel_Bath,Remodel_Kitch,SalePrice,Log_SalePrice
1651,1S_1946newer,66.0,8,5,2007,306.0,0.0,0.0,1643.0,1643.0,1651,0,0,0.0,0.0,2,0,3,1,7,1,2007.0,870.0,192,64,0,0,0,0,0,9,2007,RL,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,Stone,Gd,TA,PConc,Gd,TA,Av,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,RFn,TA,TA,Y,None,None,None,New,Partial,large,0,0.16130923302393746,16,0,0,0,,246500,12.41511727246488
1511,1S_PUD,21.895582032525507,7,5,2002,40.0,1038.0,0.0,330.0,1368.0,1511,0,0,1.0,0.0,2,0,2,1,5,1,2002.0,398.0,130,30,0,0,0,0,0,5,2006,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,TA,Attchd,Fin,TA,TA,Y,None,None,None,WD ,Normal,large,0,0.5142954390742002,15,0,0,0,,246990,12.417103128960582
1144,1S_1946newer,80.0,5,6,1961,0.0,594.0,0.0,270.0,864.0,1144,0,0,1.0,0.0,1,0,3,1,6,1,1961.0,264.0,165,0,0,0,0,0,400,3,2009,RL,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,Hip,CompShg,HdBoard,HdBoard,None,TA,TA,CBlock,TA,TA,No,BLQ,Unf,GasA,Ex,Y,SBrkr,TA,Typ,TA,Attchd,RFn,TA,TA,Y,None,GdWo,Shed,WD ,Normal,small,1,0.1144,1,5,1144,1,TA,131400,11.786001385032646
816,1S_1945older,50.0,5,5,1925,0.0,0.0,0.0,816.0,816.0,816,0,0,0.0,0.0,1,0,2,1,4,0,1925.0,210.0,168,0,112,0,0,0,0,7,2006,RL,Pave,Pave,IR2,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,BrkTil,TA,TA,No,Unf,Unf,GasA,TA,Y,FuseA,TA,Typ,None,Detchd,Unf,Fa,Fa,N,None,None,None,WD ,Normal,small,1,0.06991089787525702,10,5,816,1,TA,109000,11.59910316121128
1148,1S_1946newer,70.0,5,5,1959,0.0,1148.0,0.0,0.0,1148.0,1148,0,0,1.0,0.0,1,0,3,1,6,0,1959.0,672.0,0,0,0,0,0,0,0,7,2009,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,BrkFace,Plywood,None,TA,TA,CBlock,TA,TA,No,BLQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,None,Attchd,Unf,TA,TA,Y,None,GdPrv,None,WD ,Normal,small,0,0.14474845542806708,6,0,0,0,,132500,11.794337924408412
1936,2S_1946newer,106.0,8,5,2000,40.0,0.0,0.0,1406.0,1406.0,1454,482,0,0.0,0.0,2,1,3,1,7,1,2000.0,504.0,188,124,0,0,0,0,0,11,2006,RL,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,TA,Attchd,RFn,TA,TA,Y,None,None,None,WD ,Normal,large,0,0.12989101304270145,19,0,0,0,,230500,12.34800614141884
1050,1S_1946newer,80.0,5,6,1956,0.0,504.0,0.0,546.0,1050.0,1050,0,0,0.0,0.0,1,0,2,1,5,0,1956.0,338.0,0,0,0,0,0,0,0,6,2009,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,MetalSd,MetalSd,None,TA,TA,CBlock,TA,TA,No,Rec,Unf,GasA,Gd,Y,SBrkr,TA,Typ,None,Attchd,Unf,TA,TA,Y,None,None,None,WD ,Normal,small,0,0.109375,6,0,0,0,,128900,11.766792188927278
1605,1_2S_finished,60.0,3,6,1915,0.0,0.0,0.0,840.0,840.0,840,765,0,0.0,0.0,2,0,3,2,8,0,1915.0,379.0,0,0,202,0,0,0,0,5,2010,RM,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,Gambrel,CompShg,VinylSd,VinylSd,None,Gd,Gd,CBlock,Fa,TA,No,Unf,Unf,GasA,Gd,N,SBrkr,TA,Typ,None,Detchd,Unf,TA,TA,Y,None,None,None,WD ,Normal,small,1,0.14507772020725387,12,3,1605,2,TA,107400,11.5843154610569
1296,1S_1946newer,51.07230213372951,8,5,2001,136.0,1005.0,0.0,262.0,1267.0,1296,0,0,1.0,0.0,2,0,2,1,6,0,2001.0,471.0,192,25,0,0,0,0,0,6,2009,RL,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Ex,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,None,Attchd,Fin,TA,TA,Y,None,None,None,WD ,Normal,large,1,0.18911425652998687,21,8,1296,2,Gd,220000,12.301382825334498
1086,1S_1946newer,85.0,5,7,1954,104.0,320.0,362.0,404.0,1086.0,1086,0,0,1.0,0.0,1,0,3,1,6,0,1989.0,490.0,0,0,0,0,0,0,0,5,2010,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,TA,TA,CBlock,TA,TA,No,ALQ,BLQ,GasA,Gd,Y,SBrkr,TA,Typ,None,Attchd,Unf,TA,TA,Y,None,GdWo,None,WD ,Normal,large,1,0.10647058823529412,6,5,1086,1,TA,144900,11.883799128308771
1176,1S_1946newer,85.0,5,6,1958,340.0,190.0,873.0,95.0,1158.0,1176,0,0,1.0,0.0,1,0,3,1,6,2,1958.0,303.0,0,0,0,0,0,0,0,10,2007,RL,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,Gable,CompShg,Plywood,Plywood,BrkFace,TA,TA,CBlock,TA,TA,Mn,Rec,BLQ,GasA,TA,Y,SBrkr,TA,Typ,Gd,Attchd,Unf,TA,TA,Y,None,None,None,VWD,Normal,small,1,0.08540305010893247,1,5,1176,1,TA,137000,11.827736204810265
1218,1S_1946newer,62.0,7,5,2007,210.0,902.0,0.0,316.0,1218.0,1218,0,0,1.0,0.0,2,0,2,1,6,0,2008.0,462.0,168,168,0,0,0,0,0,4,2008,FV,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,Gable,CompShg,CemntBd,CmentBd,Stone,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,None,Attchd,Fin,TA,TA,Y,None,None,None,New,Partial,large,1,0.1624,18,7,1218,2,Gd,230348,12.347346487886606
1500,1S_PUD,53.0,7,5,2006,45.0,1070.0,0.0,286.0,1356.0,1500,0,0,1.0,0.0,2,0,2,1,6,1,2006.0,648.0,161,20,0,0,0,0,0,10,2006,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,Hip,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,Fin,TA,TA,Y,None,None,None,New,Partial,large,0,0.37082818294190356,15,0,0,0,,246578,12.415433652431746
1456,2S_PUD,24.0,6,6,1975,0.0,514.0,0.0,341.0,855.0,855,601,0,0.0,0.0,2,1,3,1,6,1,1975.0,440.0,173,0,0,0,0,0,0,6,2010,RL,Pave,None,Reg,Lvl,AllPub,FR2,Gtl,NPkVill,Norm,Norm,Twnhs,2Story,Gable,CompShg,Plywood,Brk Cmn,None,TA,TA,CBlock,TA,TA,No,ALQ,Unf,GasA,TA,Y,SBrkr,Gd,Typ,TA,Attchd,Unf,TA,TA,Y,None,None,None,WD ,Normal,large,0,0.375,13,0,0,0,,149900,11.917723684090689
1427,splitlevel,82.75307790645446,6,6,1969,0.0,828.0,0.0,599.0,1427.0,1427,0,0,0.0,1.0,2,0,4,1,7,0,1969.0,516.0,0,0,0,0,216,0,0,5,2008,RL,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,SLvl,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,CBlock,TA,TA,Av,GLQ,Unf,GasA,Gd,Y,SBrkr,TA,Typ,None,Attchd,RFn,TA,TA,Y,None,None,None,WD ,Normal,large,0,0.12851224783861673,23,0,0,0,,183000,12.117241431823558
918,1S_PUD,55.0,6,5,1979,0.0,0.0,0.0,918.0,918.0,918,0,0,0.0,0.0,2,0,2,1,5,1,1979.0,264.0,28,0,0,0,0,0,0,4,2010,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,TwnhsE,1Story,Gable,CompShg,Plywood,Plywood,None,TA,TA,CBlock,Gd,TA,No,Unf,Unf,GasA,TA,Y,SBrkr,TA,Typ,TA,Attchd,Unf,TA,TA,Y,None,None,None,WD ,Normal,small,0,0.1163203243791181,20,0,0,0,,99500,11.507912923146684
480,1S_1946newer,50.0,2,3,1949,0.0,50.0,0.0,430.0,480.0,480,0,0,1.0,0.0,0,0,1,1,4,0,1958.0,308.0,0,0,0,0,0,0,0,10,2006,C (all),Pave,None,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,Gable,CompShg,AsbShng,AsbShng,None,TA,TA,CBlock,TA,TA,Av,BLQ,Unf,GasA,TA,N,FuseA,TA,Typ,None,Detchd,Unf,TA,TA,Y,None,None,None,WD ,Abnorml,small,1,0.05333333333333334,5,2,480,0,TA,35311,10.47194980911048
1744,2S_1946newer,70.4489234014512,7,7,1993,0.0,402.0,0.0,594.0,996.0,1014,730,0,0.0,0.0,2,1,3,1,7,0,1993.0,457.0,370,70,0,238,0,0,0,2,2010,RL,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,SawyerW,RRNe,Norm,1Fam,2Story,Gable,CompShg,HdBoard,HdBoard,None,Gd,TA,PConc,Gd,TA,No,BLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,None,Attchd,RFn,TA,TA,Y,None,None,None,WD ,Normal,large,1,0.1072675341161536,20,7,1744,2,Gd,194500,12.178187442040638
1627,2Fam_conversion,69.0,5,5,1900,0.0,0.0,0.0,797.0,797.0,830,797,0,0.0,0.0,2,0,4,2,10,0,1950.0,420.0,192,0,60,0,0,0,0,2,2008,RM,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,2fmCon,2Story,Gable,CompShg,MetalSd,MetalSd,None,TA,Fa,BrkTil,Fa,TA,No,Unf,Unf,GasA,TA,N,FuseA,TA,Typ,None,Detchd,Unf,Fa,Po,N,None,None,None,WD ,Normal,large,1,0.09078976154014438,12,5,1627,2,TA,139500,11.845819880243557
1797,2S_1946newer,74.0,6,5,1993,0.0,944.0,0.0,208.0,1152.0,1152,645,0,1.0,0.0,2,1,3,1,7,1,1993.0,616.0,162,312,0,0,0,0,0,3,2010,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,Gd,Gd,PConc,Gd,TA,Mn,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Fa,Attchd,Fin,TA,TA,Y,None,None,None,WD ,Normal,large,1,0.08888203070750714,9,6,1797,2,Gd,231000,12.35017298950393
1951,2Fam_conversion,56.0,4,6,1900,0.0,0.0,0.0,938.0,938.0,1084,867,0,0.0,0.0,2,0,4,2,9,0,1993.0,576.0,0,6,28,0,0,0,0,4,2006,RM,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,2fmCon,1.5Fin,Gable,CompShg,MetalSd,MetalSd,None,Gd,TA,PConc,TA,TA,No,Unf,Unf,GasA,Gd,N,SBrkr,Fa,Typ,None,Detchd,Unf,TA,TA,P,None,None,None,WD ,Normal,large,1,0.13996126533247255,12,4,1951,2,Fa,111500,11.62177986988231
1506,1S_1946newer,70.0,7,5,2005,143.0,778.0,0.0,716.0,1494.0,1506,0,0,1.0,0.0,2,0,3,1,7,1,2005.0,672.0,192,35,0,0,0,0,0,4,2007,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,Gd,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,RFn,TA,TA,Y,None,None,None,WD ,Normal,large,1,0.1825233305053933,18,7,1506,2,Gd,249000,12.425208175446844
1117,splitlevel,71.827644530116,6,6,1977,0.0,368.0,120.0,541.0,1029.0,1117,0,0,1.0,0.0,1,0,3,1,6,1,1977.0,542.0,292,0,0,0,0,0,0,11,2008,RL,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,Edwards,Norm,Norm,1Fam,SLvl,Hip,CompShg,Plywood,Plywood,None,TA,TA,CBlock,TA,TA,Av,ALQ,Rec,GasA,TA,Y,SBrkr,TA,Typ,Fa,Attchd,RFn,TA,TA,Y,None,None,None,WD ,Normal,large,0,0.11589541398630421,7,0,0,0,,147000,11.898187865760873
1987,1S_1946newer,91.0,8,5,1994,554.0,1314.0,0.0,672.0,1986.0,1987,0,0,1.0,0.0,2,0,2,1,7,1,1994.0,691.0,262,36,0,0,0,0,0,8,2008,RL,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,1Story,Hip,CompShg,HdBoard,HdBoard,BrkFace,Gd,TA,PConc,Gd,TA,Gd,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,TA,Attchd,Fin,TA,TA,Y,None,None,None,WD ,Normal,large,0,0.13892190449556038,28,0,0,0,,301500,12.616525295149378
884,splitfoyer,68.41437816834042,5,7,1983,0.0,747.0,93.0,0.0,840.0,884,0,0,1.0,0.0,1,0,2,1,5,0,1983.0,504.0,240,0,0,0,0,0,0,12,2007,RL,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,SawyerW,Norm,Norm,1Fam,SFoyer,Gable,CompShg,HdBoard,HdBoard,None,TA,TA,CBlock,Gd,TA,Av,ALQ,LwQ,GasA,Gd,Y,SBrkr,Gd,Typ,None,Attchd,RFn,TA,Gd,Y,None,MnPrv,None,WD ,Normal,large,0,0.0962962962962963,20,0,0,0,,144000,11.877568578558138
1721,2Fam_conversion,78.4902212275557,5,3,1960,275.0,988.0,0.0,0.0,988.0,1721,0,0,1.0,0.0,2,0,3,1,7,2,1960.0,626.0,50,84,0,0,0,0,0,12,2008,RL,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,ClearCr,Norm,Norm,1Fam,1Story,Flat,Tar&Grv,Plywood,Plywood,Stone,TA,TA,CBlock,TA,TA,Mn,Rec,Unf,GasA,Gd,Y,SBrkr,TA,Mod,TA,Basment,Unf,TA,TA,Y,None,None,None,WD ,Abnorml,large,0,0.16340676034941132,26,0,0,0,,145000,11.884489021402713
1142,1S_1946newer,74.0,6,5,2005,0.0,24.0,0.0,1118.0,1142.0,1142,0,0,0.0,0.0,1,1,3,1,5,0,2005.0,0.0,4,50,0,0,0,0,0,1,2006,RL,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,PConc,TA,TA,Mn,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,None,None,None,None,None,Y,None,None,None,WD ,Normal,small,0,0.14767877925772663,20,0,0,0,,139500,11.845819880243557
987,2S_PUD,21.0,6,6,1972,422.0,483.0,0.0,0.0,483.0,483,504,0,0.0,0.0,1,1,2,1,5,0,1975.0,352.0,411,0,0,0,0,0,0,4,2008,RM,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,No,LwQ,Unf,GasA,Gd,Y,SBrkr,TA,Typ,None,Detchd,Unf,TA,TA,Y,None,None,None,WD ,Normal,small,0,0.25555555555555554,2,0,0,0,,100500,11.517913006481267
1344,1S_1946newer,70.82155073352277,5,5,1958,0.0,457.0,374.0,193.0,1024.0,1344,0,0,1.0,0.0,1,0,2,1,6,1,1970.0,484.0,316,28,0,0,0,0,0,6,2007,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,HdBoard,HdBoard,None,TA,TA,CBlock,TA,TA,No,ALQ,Rec,GasA,TA,Y,SBrkr,TA,Min1,TA,Detchd,Unf,TA,TA,Y,None,GdWo,None,WD ,Normal,small,1,0.14142902241397454,6,5,1344,1,TA,144000,11.877568578558138
1055,1S_PUD,24.0,7,5,1975,0.0,435.0,622.0,0.0,1057.0,1055,0,0,0.0,1.0,2,0,2,1,4,1,1975.0,440.0,0,27,0,0,0,0,0,8,2009,RL,Pave,None,Reg,Lvl,AllPub,FR2,Gtl,NPkVill,Norm,Norm,Twnhs,1Story,Gable,CompShg,Plywood,Brk Cmn,None,TA,TA,CBlock,Gd,TA,No,ALQ,LwQ,GasA,TA,Y,SBrkr,TA,Typ,Fa,Attchd,RFn,TA,TA,Y,None,None,None,WD ,Normal,large,0,0.46271929824561403,13,0,0,0,,123000,11.719939634354557
1434,1S_1946newer,65.0,7,5,2001,0.0,20.0,0.0,1434.0,1454.0,1434,0,0,0.0,0.0,2,0,3,1,6,1,2001.0,527.0,290,39,0,0,0,0,0,4,2009,RL,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,TA,Attchd,RFn,TA,TA,Y,None,None,None,WD ,Normal,large,0,0.16813225466056983,20,0,0,0,,189000,12.14950229404178
2495,2S_1946newer,80.0,6,5,1993,0.0,1137.0,0.0,143.0,1280.0,1280,1215,0,1.0,0.0,2,1,4,1,9,1,1993.0,660.0,224,32,0,0,0,0,0,3,2010,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,PConc,Gd,TA,Mn,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,TA,Attchd,Unf,TA,TA,Y,None,None,None,WD ,Normal,large,0,0.11861736632378835,23,0,0,0,,243500,12.40287222150478
1664,duplex,65.0,6,5,1978,0.0,0.0,0.0,1664.0,1664.0,1664,0,0,0.0,0.0,2,0,4,2,10,0,1978.0,616.0,0,0,0,0,0,0,0,10,2006,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,Duplex,1Story,Gable,CompShg,Plywood,Plywood,None,TA,TA,CBlock,TA,TA,Mn,Unf,Unf,GasA,TA,Y,SBrkr,TA,Typ,None,2Types,Unf,TA,TA,Y,None,None,None,WD ,Normal,large,0,0.19844961240310077,9,0,0,0,,145000,11.884489021402713
2080,2S_1946newer,70.0,5,5,1969,192.0,650.0,0.0,390.0,1040.0,1040,1040,0,0.0,1.0,1,2,5,1,9,2,1969.0,504.0,335,0,0,0,0,0,0,9,2007,RL,Pave,None,IR1,HLS,AllPub,Inside,Sev,NAmes,Norm,Norm,1Fam,2Story,Gable,CompShg,Plywood,Plywood,BrkFace,TA,TA,PConc,Gd,TA,Av,Rec,Unf,GasA,TA,Y,SBrkr,Fa,Typ,TA,Attchd,Unf,TA,TA,Y,None,None,None,WD ,Family,large,0,0.08960882302257453,6,0,0,0,,135000,11.813030057420567
1092,1S_1946newer,86.56878178686736,5,5,1962,116.0,170.0,670.0,252.0,1092.0,1092,0,0,0.0,1.0,1,0,3,1,6,1,1962.0,288.0,0,20,144,0,0,0,0,9,2009,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,TA,TA,CBlock,TA,TA,No,LwQ,BLQ,GasA,TA,Y,SBrkr,TA,Typ,Po,Attchd,Unf,TA,TA,Y,None,None,None,WD ,Normal,small,0,0.09400826446280992,1,0,0,0,,139000,11.842229212112828
1396,2S_1945older,60.0,6,7,1915,0.0,0.0,0.0,698.0,698.0,698,698,0,0.0,0.0,1,0,3,1,7,0,2003.0,384.0,0,0,0,0,259,0,0,7,2007,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,RRAn,Norm,1Fam,2Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,BrkTil,TA,TA,No,Unf,Unf,GasA,Ex,Y,FuseA,TA,Typ,None,Detchd,Unf,TA,TA,Y,None,None,None,WD ,Normal,small,1,0.07995418098510881,10,6,1396,1,TA,153575,11.941944326032129
1126,1S_1946newer,116.34170561938588,5,6,1977,0.0,767.0,93.0,266.0,1126.0,1126,0,0,0.0,1.0,2,0,3,1,6,0,1977.0,540.0,180,0,0,0,0,0,0,3,2008,RL,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,NWAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,PConc,Gd,TA,Av,ALQ,LwQ,GasA,TA,Y,SBrkr,Ex,Typ,None,Attchd,RFn,TA,TA,Y,None,None,None,WD ,Abnorml,large,0,0.07212862725001601,23,0,0,0,,175000,12.072541252905651
1432,2S_1945older,60.0,5,7,1910,0.0,0.0,0.0,264.0,264.0,768,664,0,0.0,0.0,2,0,2,1,7,0,1910.0,360.0,270,0,112,0,0,0,0,5,2007,RM,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,Gable,CompShg,Wd Sdng,Wd Shng,None,TA,Gd,BrkTil,Fa,Fa,No,Unf,Unf,GasA,Ex,Y,SBrkr,TA,Typ,None,Detchd,Unf,TA,Gd,Y,None,GdPrv,None,WD ,Abnorml,large,1,0.08,12,5,1432,2,TA,132000,11.790557201568507
2007,2S_1946newer,85.0,10,5,2008,160.0,765.0,0.0,252.0,1017.0,1026,981,0,1.0,0.0,2,1,3,1,10,1,2008.0,812.0,168,52,0,0,0,0,0,4,2009,FV,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,Stone,Ex,TA,PConc,Ex,TA,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,Ex,Typ,Ex,Attchd,Fin,TA,TA,Y,None,None,None,WD ,Normal,large,0,0.09324729619194765,18,0,0,0,,310000,12.644327576461327
1112,1S_1946newer,70.0,5,6,1954,0.0,154.0,694.0,264.0,1112.0,1112,0,0,1.0,0.0,1,0,2,1,6,1,1954.0,390.0,0,0,0,0,0,0,0,10,2009,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Feedr,Norm,1Fam,1Story,Gable,CompShg,BrkFace,BrkFace,None,TA,Gd,BrkTil,TA,TA,Mn,Rec,ALQ,GasA,Ex,Y,SBrkr,TA,Typ,Gd,Attchd,Unf,TA,TA,Y,None,MnPrv,None,WD ,Family,small,0,0.1221978021978022,22,0,0,0,,144800,11.883108758933751
2140,2S_1946newer,66.84934337363983,5,6,1965,0.0,388.0,0.0,356.0,744.0,825,1315,0,0.0,0.0,2,1,4,1,7,1,1965.0,549.0,0,40,264,0,0,0,0,6,2009,RL,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,2Story,Gable,CompShg,MetalSd,MetalSd,None,TA,Gd,CBlock,TA,TA,No,ALQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,TA,Attchd,Fin,TA,TA,Y,None,MnPrv,None,WD ,Normal,large,0,0.09197324414715718,6,0,0,0,,177500,12.086725887897607
1456,1S_PUD,23.81833906601481,8,5,2003,40.0,0.0,0.0,1273.0,1273.0,1456,0,0,0.0,0.0,2,0,2,1,7,1,2003.0,400.0,143,20,0,0,0,0,0,5,2006,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Gd,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,TA,Attchd,Fin,TA,TA,Y,None,None,None,WD ,Normal,large,0,0.4555694618272841,15,0,0,0,,215000,12.2783933071098
1128,1_2S_finished,60.0,4,4,1920,0.0,0.0,0.0,698.0,698.0,698,430,0,0.0,0.0,1,0,2,1,6,0,1980.0,528.0,30,0,164,0,0,0,0,4,2010,C (all),Pave,None,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,None,TA,Gd,CBlock,TA,TA,No,Unf,Unf,GasA,TA,Y,FuseA,TA,Typ,None,Detchd,RFn,TA,TA,Y,None,None,None,COD,Abnorml,large,1,0.09306666666666667,5,4,1128,1,TA,68400,11.13312810361064
1180,1S_1946newer,58.353440202408,5,5,1970,0.0,0.0,0.0,1180.0,1180.0,1180,0,0,0.0,0.0,1,1,2,1,6,0,1970.0,477.0,0,45,0,0,0,0,0,3,2009,RL,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,None,TA,TA,CBlock,TA,TA,No,Unf,Unf,GasA,TA,Y,SBrkr,TA,Typ,None,Attchd,RFn,TA,TA,Y,None,None,None,COD,Normal,large,0,0.15070242656449553,6,0,0,0,,128000,11.759785542901756
